 0	0	21	10	27	 0	 0
-1	1	0	24	 0	 0	 0
-1	2	0	16	 0	 0	 0
-1	3	0	8	 0	 0	 0
-1	4	0	0	 0	 0	 0
-1	5	1	25	 0	 0	 0
 0	5	58	32	31	 0	 0
-1	6	2	17	 0	 0	 0
 0	6	63	37	31	 0	 0
 0	6	64	38	25	 1	 0
-1	7	3	9	 0	 0	 0
 0	7	69	45	31	 0	 0
 0	7	70	46	25	 1	 0
-1	8	4	1	 0	 0	 0
 0	8	75	53	31	 0	 0
 0	8	76	54	25	 1	 0
-1	9	5	28	 0	 0	 0
-1	10	5	26	 0	 0	 0
-1	11	6	18	 0	 0	 0
-1	12	6	28	 0	 0	 0
-1	13	6	26	 0	 0	 0
-1	14	7	10	 0	 0	 0
-1	15	7	28	 0	 0	 0
-1	16	7	26	 0	 0	 0
-1	17	8	2	 0	 0	 0
-1	18	8	28	 0	 0	 0
-1	19	8	26	 0	 0	 0
-1	20	9	29	 0	 0	 0
 0	20	107	78	35	 0	 0
-1	22	11	19	 0	 0	 0
 0	22	112	83	35	 0	 0
 0	22	113	84	29	 1	 0
-1	23	12	29	 0	 0	 0
 0	23	116	87	35	 0	 0
-1	24	13	27	 0	 0	 0
-1	25	14	11	 0	 0	 0
 0	25	121	92	35	 0	 0
 0	25	122	93	29	 1	 0
-1	26	15	29	 0	 0	 0
 0	26	125	96	35	 0	 0
-1	27	16	27	 0	 0	 0
-1	28	17	3	 0	 0	 0
 0	28	130	101	35	 0	 0
 0	28	131	102	29	 1	 0
-1	29	18	29	 0	 0	 0
 0	29	134	105	35	 0	 0
-1	30	19	27	 0	 0	 0
-1	31	20	32	 0	 0	 0
-1	32	20	30	 0	 0	 0
-1	33	22	20	 0	 0	 0
-1	34	22	32	 0	 0	 0
-1	35	22	30	 0	 0	 0
-1	36	23	32	 0	 0	 0
-1	37	23	30	 0	 0	 0
-1	38	24	24	 0	 0	 0
-1	39	24	8	 0	 1	 0
-1	40	24	0	 0	 1	 0
-1	41	25	12	 0	 0	 0
-1	42	25	32	 0	 0	 0
-1	43	25	30	 0	 0	 0
-1	44	26	32	 0	 0	 0
-1	45	26	30	 0	 0	 0
-1	46	27	24	 0	 0	 0
-1	47	27	16	 0	 1	 0
-1	48	27	0	 0	 1	 0
-1	49	28	4	 0	 0	 0
-1	50	28	32	 0	 0	 0
-1	51	28	30	 0	 0	 0
-1	52	29	32	 0	 0	 0
-1	53	29	30	 0	 0	 0
-1	54	30	24	 0	 0	 0
-1	55	30	16	 0	 1	 0
-1	56	30	8	 0	 1	 0
-1	57	31	33	 0	 0	 0
 0	57	163	135	39	 0	 0
-1	59	33	21	 0	 0	 0
 0	59	165	137	39	 0	 0
 0	59	166	138	33	 1	 0
-1	60	34	33	 0	 0	 0
 0	60	168	140	39	 0	 0
-1	61	35	31	 0	 0	 0
 0	61	169	141	25	 0	 0
-1	62	36	33	 0	 0	 0
 0	62	172	144	39	 0	 0
-1	65	41	13	 0	 0	 0
 0	65	174	146	39	 0	 0
 0	65	175	147	33	 1	 0
-1	66	42	33	 0	 0	 0
 0	66	177	149	39	 0	 0
-1	67	43	31	 0	 0	 0
 0	67	178	150	25	 0	 0
-1	68	44	33	 0	 0	 0
 0	68	181	153	39	 0	 0
-1	71	49	5	 0	 0	 0
 0	71	183	155	39	 0	 0
 0	71	184	156	33	 1	 0
-1	72	50	33	 0	 0	 0
 0	72	186	158	39	 0	 0
-1	73	51	31	 0	 0	 0
 0	73	187	159	25	 0	 0
-1	74	52	33	 0	 0	 0
 0	74	190	162	39	 0	 0
-1	77	57	36	 0	 0	 0
-1	78	57	34	 0	 0	 0
-1	79	59	22	 0	 0	 0
-1	80	59	36	 0	 0	 0
-1	81	59	34	 0	 0	 0
-1	82	60	36	 0	 0	 0
-1	83	60	34	 0	 0	 0
-1	84	61	28	 0	 0	 0
-1	85	61	26	 0	 0	 0
-1	86	62	36	 0	 0	 0
-1	87	62	34	 0	 0	 0
-1	88	65	14	 0	 0	 0
-1	89	65	36	 0	 0	 0
-1	90	65	34	 0	 0	 0
-1	91	66	36	 0	 0	 0
-1	92	66	34	 0	 0	 0
-1	93	67	28	 0	 0	 0
-1	94	67	26	 0	 0	 0
-1	95	68	36	 0	 0	 0
-1	96	68	34	 0	 0	 0
-1	97	71	6	 0	 0	 0
-1	98	71	36	 0	 0	 0
-1	99	71	34	 0	 0	 0
-1	100	72	36	 0	 0	 0
-1	101	72	34	 0	 0	 0
-1	102	73	28	 0	 0	 0
-1	103	73	26	 0	 0	 0
-1	104	74	36	 0	 0	 0
-1	105	74	34	 0	 0	 0
-1	106	77	37	 0	 0	 0
-1	108	79	23	 0	 0	 0
 0	108	221	191	37	 0	 0
-1	109	80	37	 0	 0	 0
-1	110	81	35	 0	 0	 0
 0	110	223	193	29	 0	 0
-1	111	82	37	 0	 0	 0
-1	114	85	27	 0	 0	 0
-1	115	86	37	 0	 0	 0
-1	117	88	15	 0	 0	 0
 0	117	229	201	37	 0	 0
-1	118	89	37	 0	 0	 0
-1	119	90	35	 0	 0	 0
 0	119	231	203	29	 0	 0
-1	120	91	37	 0	 0	 0
-1	123	94	27	 0	 0	 0
-1	124	95	37	 0	 0	 0
-1	126	97	7	 0	 0	 0
 0	126	237	211	37	 0	 0
-1	127	98	37	 0	 0	 0
-1	128	99	35	 0	 0	 0
 0	128	239	213	29	 0	 0
-1	129	100	37	 0	 0	 0
-1	132	103	27	 0	 0	 0
-1	133	104	37	 0	 0	 0
-1	135	106	38	 0	 0	 0
-1	136	108	38	 0	 0	 0
-1	137	109	38	 0	 0	 0
-1	138	110	32	 0	 0	 0
-1	139	110	30	 0	 0	 0
-1	140	111	38	 0	 0	 0
-1	141	114	24	 0	 0	 0
-1	142	114	8	 0	 0	 0
-1	143	114	0	 0	 0	 0
-1	144	115	38	 0	 0	 0
-1	145	117	38	 0	 0	 0
-1	146	118	38	 0	 0	 0
-1	147	119	32	 0	 0	 0
-1	148	119	30	 0	 0	 0
-1	149	120	38	 0	 0	 0
-1	150	123	24	 0	 0	 0
-1	151	123	16	 0	 0	 0
-1	152	123	0	 0	 0	 0
-1	153	124	38	 0	 0	 0
-1	154	126	38	 0	 0	 0
-1	155	127	38	 0	 0	 0
-1	156	128	32	 0	 0	 0
-1	157	128	30	 0	 0	 0
-1	158	129	38	 0	 0	 0
-1	159	132	24	 0	 0	 0
-1	160	132	16	 0	 0	 0
-1	161	132	8	 0	 0	 0
-1	162	133	38	 0	 0	 0
-1	164	136	39	 0	 0	 0
 0	164	290	245	33	 0	 0
-1	167	139	31	 0	 0	 0
 0	167	292	247	25	 0	 0
